Iteracion,Error
1846,0.00155018
1847,0.00152454
1848,0.00152252
1849,0.00151574
1850,0.00148575
1851,0.00147561
1852,0.00147845
1853,0.00145545
1854,0.00143659
1855,0.00143282
1856,0.00141516
1857,0.00140394
1858,0.00139052
1859,0.00137094
1860,0.00136819
1861,0.00135886
1862,0.00132441
1863,0.0013255
1864,0.00131775
1865,0.00129408
1866,0.00128235
1867,0.0012762
1868,0.00125688
1869,0.0012482
1870,0.00123181
1871,0.0012172
1872,0.00121614
1873,0.00119697
1874,0.00117394
1875,0.00117545
1876,0.00115905
1877,0.00113759
1878,0.00113494
1879,0.00111886
1880,0.0011044
1881,0.00109547
1882,0.00107541
1883,0.00106972
1884,0.00106204
1885,0.00103955
1886,0.00103246
1887,0.00102686
1888,0.00100463
1889,0.000996971
1890,0.000990188
1891,0.000972568
1892,0.000966439
1893,0.000952133
1894,0.000936879
1895,0.000933588
1896,0.000916756
1897,0.000904282
1898,0.000901082
1899,0.000882316
1900,0.000872593
1901,0.000865496
1902,0.00084865
1903,0.000842695
1904,0.000833982
1905,0.000817312
1906,0.000811772
1907,0.000800607
1908,0.000786785
1909,0.000781702
1910,0.000769542
1911,0.000759604
1912,0.00075399
1913,0.000737986
1914,0.000731487
1915,0.000725524
1916,0.000709579
1917,0.000704578
1918,0.00069529
1919,0.000682215
1920,0.000674947
1921,0.000663679
1922,0.000654886
1923,0.000648913
1924,0.000633298
1925,0.000627859
1926,0.000620494
1927,0.000606611
1928,0.000600423
1929,0.000593714
1930,0.000582628
1931,0.000574835
1932,0.00056476
1933,0.000558066
1934,0.000550622
1935,0.000538161
1936,0.000534761
1937,0.000526997
1938,0.000514404
1939,0.000509915
1940,0.00050285
1941,0.000493508
1942,0.000487415
1943,0.000478597
1944,0.000473547
1945,0.000464616
1946,0.000455261
1947,0.000453068
1948,0.000444256
1949,0.000435046
1950,0.000431852
1951,0.000423685
1952,0.000416742
1953,0.000410713
1954,0.00040495
1955,0.000400176
1956,0.000391479
1957,0.000386222
1958,0.000382316
1959,0.000373651
1960,0.00036911
1961,0.000364429
1962,0.000357665
1963,0.000352574
1964,0.000345775
1965,0.000341955
1966,0.000337086
1967,0.000329565
1968,0.000327838
1969,0.000322431
1970,0.000316002
1971,0.000314096
1972,0.000309508
1973,0.000305332
1974,0.000302278
1975,0.00029735
1976,0.000295485
1977,0.00028974
1978,0.000286327
1979,0.00028493
1980,0.00027843
1981,0.000275583
1982,0.000272342
1983,0.000266877
1984,0.000264233
1985,0.000259501
1986,0.000256348
1987,0.000253062
1988,0.000246727
1989,0.000245115
1990,0.000239586
1991,0.000234711
1992,0.000232197
1993,0.000226861
1994,0.000223939
1995,0.000220798
1996,0.000217594
1997,0.000217512
1998,0.000214544
1999,0.000214428
